Number,State_Name,Constituency_No,Year,Turnout,Electors,Constituency_Name,Margin
419,Uttar_Pradesh,3,2019,1160071,1698003,MUZAFFARNAGAR,6526
420,Uttar_Pradesh,4,2019,1100763,1664125,BIJNOR,69941
421,Uttar_Pradesh,5,2019,1009456,1586117,NAGINA,166832
422,Uttar_Pradesh,6,2019,1282206,1958939,MORADABAD,97878
423,Uttar_Pradesh,7,2019,1060921,1679506,RAMPUR,109997
424,Uttar_Pradesh,8,2019,1183469,1828764,SAMBHAL,174826
425,Uttar_Pradesh,9,2019,1169182,1646435,AMROHA,63248
426,Uttar_Pradesh,10,2019,1216413,1892931,MEERUT,4729
427,Uttar_Pradesh,11,2019,1044894,1616476,BAGHPAT,23502
428,Uttar_Pradesh,12,2019,1524456,2728978,GHAZIABAD,501500
429,Uttar_Pradesh,13,2019,1392952,2302960,GAUTAM BUDDHA NAGAR,336922
430,Uttar_Pradesh,14,2019,1123629,1787925,BULANDSHAHR,290057
431,Uttar_Pradesh,15,2019,1163184,1887127,ALIGARH,229261
432,Uttar_Pradesh,16,2019,1150294,1864320,HATHRAS,260208
433,Uttar_Pradesh,17,2019,1102731,1807893,MATHURA,293471
434,Uttar_Pradesh,18,2019,1145323,1937690,AGRA,211546
435,Uttar_Pradesh,19,2019,1037151,1718837,FATEHPUR SIKRI,495065
436,Uttar_Pradesh,20,2019,1075866,1790510,FIROZABAD,28781
437,Uttar_Pradesh,21,2019,976518,1723236,MAINPURI,94389
438,Uttar_Pradesh,22,2019,999607,1621295,ETAH,122670
439,Uttar_Pradesh,23,2019,1081111,1891576,BADAUN,18454
440,Uttar_Pradesh,24,2019,1052795,1785605,AONLA,113743
441,Uttar_Pradesh,25,2019,1068342,1797655,BAREILLY,167282
442,Uttar_Pradesh,26,2019,1186589,1761207,PILIBHIT,255627
443,Uttar_Pradesh,27,2019,1186157,2114201,SHAHJAHANPUR,268418
444,Uttar_Pradesh,28,2019,1136660,1770699,KHERI,218807
445,Uttar_Pradesh,29,2019,1063840,1644674,DHAURAHRA,160611
446,Uttar_Pradesh,30,2019,1064521,1666126,SITAPUR,100833
447,Uttar_Pradesh,31,2019,1057558,1807119,HARDOI,132474
448,Uttar_Pradesh,32,2019,1026668,1796932,MISRIKH,100672
449,Uttar_Pradesh,33,2019,1237076,2191465,UNNAO,400956
450,Uttar_Pradesh,34,2019,1269594,2023431,MOHANLALGANJ,90204
451,Uttar_Pradesh,35,2019,1116445,2040367,LUCKNOW,347302
452,Uttar_Pradesh,36,2019,958556,1702248,RAE BARELI,167178
453,Uttar_Pradesh,37,2019,942453,1743515,AMETHI,55120
454,Uttar_Pradesh,38,2019,1000316,1775196,SULTANPUR,14526
455,Uttar_Pradesh,39,2019,914665,1708759,PRATAPGARH,117752
456,Uttar_Pradesh,40,2019,1002953,1708585,FARRUKHABAD,221702
457,Uttar_Pradesh,41,2019,1027815,1757984,ETAWAH,64437
458,Uttar_Pradesh,42,2019,1140496,1874824,KANNAUJ,12353
459,Uttar_Pradesh,43,2019,842994,1632983,KANPUR,155934
460,Uttar_Pradesh,44,2019,1025314,1766121,AKBARPUR,275142
461,Uttar_Pradesh,45,2019,1129955,1933358,JALAUN,158377
462,Uttar_Pradesh,46,2019,1380890,2040739,JHANSI,365683
463,Uttar_Pradesh,47,2019,1089778,1749100,HAMIRPUR,248652
464,Uttar_Pradesh,48,2019,1034549,1702024,BANDA,58938
465,Uttar_Pradesh,49,2019,1043655,1839312,FATEHPUR,198205
466,Uttar_Pradesh,50,2019,974438,1787120,KAUSHAMBI,38722
467,Uttar_Pradesh,51,2019,978236,2010477,PHULPUR,171968
468,Uttar_Pradesh,52,2019,889056,1716160,ALLAHABAD,184275
469,Uttar_Pradesh,53,2019,1155341,1816830,BARABANKI,110140
470,Uttar_Pradesh,54,2019,1087121,1821785,FAIZABAD,65477
471,Uttar_Pradesh,55,2019,1090152,1785657,AMBEDKAR NAGAR,95880
472,Uttar_Pradesh,56,2019,989848,1729908,BAHRAICH,128752
473,Uttar_Pradesh,57,2019,981400,1805946,KAISERGANJ,261601
474,Uttar_Pradesh,58,2019,997007,1914739,SHRAWASTI,5320
475,Uttar_Pradesh,59,2019,923816,1770248,GONDA,166360
476,Uttar_Pradesh,60,2019,985269,1885433,DOMARIYAGANJ,105321
477,Uttar_Pradesh,61,2019,1054539,1845223,BASTI,30354
478,Uttar_Pradesh,62,2019,1063390,1962903,SANT KABIR NAGAR,35749
479,Uttar_Pradesh,63,2019,1226916,1915408,MAHARAJGANJ,340424
480,Uttar_Pradesh,64,2019,1184635,1981197,GORAKHPUR,301664
481,Uttar_Pradesh,65,2019,1053117,1761564,KUSHI NAGAR,337560
482,Uttar_Pradesh,66,2019,1015363,1754195,DEORIA,249931
483,Uttar_Pradesh,67,2019,969136,1751258,BANSGAON,153468
484,Uttar_Pradesh,68,2019,960568,1751980,LALGANJ,161597
485,Uttar_Pradesh,69,2019,1029112,1789168,AZAMGARH,259874
486,Uttar_Pradesh,70,2019,1140781,1991651,GHOSI,122568
487,Uttar_Pradesh,71,2019,922518,1667282,SALEMPUR,112615
488,Uttar_Pradesh,72,2019,989732,1822625,BALLIA,15519
489,Uttar_Pradesh,73,2019,1040652,1867976,JAUNPUR,80936
490,Uttar_Pradesh,74,2019,1034925,1848306,MACHHLISHAHR,181
491,Uttar_Pradesh,75,2019,1105627,1881077,GHAZIPUR,119392
492,Uttar_Pradesh,76,2019,1084961,1756837,CHANDAULI,13959
493,Uttar_Pradesh,77,2019,1060476,1856791,VARANASI,479505
494,Uttar_Pradesh,78,2019,1039390,1942514,BHADOHI,43615
495,Uttar_Pradesh,79,2019,1108965,1845150,MIRZAPUR,232008
496,Uttar_Pradesh,80,2019,988287,1723538,ROBERTSGANJ,54336
497,Uttarakhand,1,2019,876069,1493543,TEHRI GARHWAL,300586
498,Uttarakhand,2,2019,742784,1355796,GARHWAL,302669
499,Uttarakhand,3,2019,694472,1337808,ALMORA,232986
500,Uttarakhand,4,2019,1258570,1828433,NAINITAL-UDHAMSINGH NAGAR,339096
501,Uttarakhand,5,2019,1271030,1840738,HARDWAR,258729
502,West_Bengal,1,2019,1524683,1814200,COOCH BEHAR,54231
503,West_Bengal,2,2019,1380217,1648383,ALIPURDUARS,243989
504,West_Bengal,3,2019,1500922,1735464,JALPAIGURI,184004
505,West_Bengal,4,2019,1267270,1611317,DARJEELING,413443
506,West_Bengal,5,2019,1277109,1601220,RAIGANJ,60574
507,West_Bengal,6,2019,1197849,1431704,BALURGHAT,33293
508,West_Bengal,7,2019,1354706,1685955,MALDAHA UTTAR,84288
509,West_Bengal,8,2019,1279202,1575590,MALDAHA DAKSHIN,8222
510,West_Bengal,9,2019,1304504,1616213,JANGIPUR,245782
511,West_Bengal,10,2019,1299997,1638378,BAHARAMPUR,80696
512,West_Bengal,11,2019,1453755,1725187,MURSHIDABAD,226417
513,West_Bengal,12,2019,1366443,1631698,KRISHNANAGAR,63218
514,West_Bengal,13,2019,1484035,1762252,RANAGHAT,233428
515,West_Bengal,14,2019,1407758,1704632,BANGAON,111594
516,West_Bengal,15,2019,1104517,1436431,BARRACKPORE,14857
517,West_Bengal,16,2019,1204660,1566196,DUM DUM,53002
518,West_Bengal,17,2019,1395429,1718252,BARASAT,110169
519,West_Bengal,18,2019,1433339,1678357,BASIRHAT,350369
520,West_Bengal,19,2019,1356102,1648355,JAYNAGAR,316775
521,West_Bengal,20,2019,1401953,1652096,MATHURAPUR,203974
522,West_Bengal,21,2019,1409002,1719190,DIAMOND HARBOUR,320594
523,West_Bengal,22,2019,1436894,1816857,JADAVPUR,295239
524,West_Bengal,23,2019,1206645,1728851,KOLKATA DAKSHIN,155192
525,West_Bengal,24,2019,950613,1444082,KOLKATA UTTAR,127095
526,West_Bengal,25,2019,1222293,1633925,HOWRAH,103695
527,West_Bengal,26,2019,1311099,1614988,ULUBERIA,215359
528,West_Bengal,27,2019,1401705,1785472,SRERAMPUR,98536
529,West_Bengal,28,2019,1457842,1766601,HOOGHLY,73362
530,West_Bengal,29,2019,1471981,1764726,ARAMBAGH,1142
531,West_Bengal,30,2019,1446499,1694646,TAMLUK,190165
532,West_Bengal,31,2019,1424247,1660147,KANTHI,111668
533,West_Bengal,32,2019,1488818,1800002,GHATAL,107973
534,West_Bengal,33,2019,1406214,1641868,JHARGRAM,11767
535,West_Bengal,34,2019,1409815,1674236,MEDINIPUR,88952
536,West_Bengal,35,2019,1355236,1645884,PURULIA,204732
537,West_Bengal,36,2019,1371855,1648906,BANKURA,174333
538,West_Bengal,37,2019,1420648,1627199,BISHNUPUR,78047
539,West_Bengal,38,2019,1439286,1698089,BARDHAMAN PURBA,89311
540,West_Bengal,39,2019,1433007,1733578,BARDHAMAN DURGAPUR,2439
541,West_Bengal,40,2019,1238135,1615865,ASANSOL,197637
542,West_Bengal,41,2019,1461269,1705073,BOLPUR,106402
543,West_Bengal,42,2019,1449423,1699219,BIRBHUM,88924
544,Bihar,23,2019,788679,1679050,SAMASTIPUR,102090
545,Maharashtra,45,2019,1254637,1850393,SATARA,89503
546,Andaman_&_Nicobar_Islands,1,2014,190328,269360,ANDAMAN & NICOBAR ISLANDS,7812
547,Andhra_Pradesh,1,2014,1045839,1386282,ADILABAD,171290
548,Andhra_Pradesh,2,2014,1022184,1425355,PEDDAPALLE,291158
549,Andhra_Pradesh,3,2014,1125184,1550810,KARIMNAGAR,204652
550,Andhra_Pradesh,4,2014,1033924,1496193,NIZAMABAD,167184
551,Andhra_Pradesh,5,2014,1094806,1445354,ZAHIRABAD,144631
552,Andhra_Pradesh,6,2014,1191011,1536166,MEDAK,397029
553,Andhra_Pradesh,7,2014,1620444,3183083,MALKAJGIRI,28166
554,Andhra_Pradesh,8,2014,1003769,1893741,SECUNDRABAD,254735
555,Andhra_Pradesh,9,2014,971421,1823217,HYDERABAD,202454
556,Andhra_Pradesh,10,2014,1315862,2185164,CHELVELLA,73023
557,Andhra_Pradesh,11,2014,1014800,1418668,MAHBUBNAGAR,2590
558,Andhra_Pradesh,12,2014,1108968,1477305,NAGARKURNOOL,16676
559,Andhra_Pradesh,13,2014,1189399,1494343,NALGONDA,193156
560,Andhra_Pradesh,14,2014,1211732,1492240,BHONGIR,30544
561,Andhra_Pradesh,15,2014,1174631,1537778,WARANGAL,392574
562,Andhra_Pradesh,16,2014,1124372,1387288,MAHABUBABAD,34992
563,Andhra_Pradesh,17,2014,1183849,1440267,KHAMMAM,12204
564,Andhra_Pradesh,18,2014,909614,1272340,ARUKU,91398
565,Andhra_Pradesh,19,2014,1052115,1413726,SRIKAKULAM,127692
566,Andhra_Pradesh,20,2014,1120316,1403736,VIZIANAGARAM,106911
567,Andhra_Pradesh,21,2014,1163558,1723011,VISAKHAPATNAM,90488
568,Andhra_Pradesh,22,2014,1148072,1401474,ANAKAPALLI,47932
569,Andhra_Pradesh,23,2014,1099999,1418290,KAKINADA,3431
570,Andhra_Pradesh,24,2014,1120927,1357865,AMALAPURAM,120576
571,Andhra_Pradesh,25,2014,1154381,1421276,RAJAHMUNDRY,167434
572,Andhra_Pradesh,26,2014,1088947,1325028,NARSAPURAM,85351
573,Andhra_Pradesh,27,2014,1201697,1427764,ELURU,101926
574,Andhra_Pradesh,28,2014,1141065,1369311,MACHILIPATNAM,81057
575,Andhra_Pradesh,29,2014,1195765,1564513,VIJAYAWADA,74714
576,Andhra_Pradesh,30,2014,1244926,1572017,GUNTUR,69111
577,Andhra_Pradesh,31,2014,1282058,1514861,NARASARAOPET,35280
578,Andhra_Pradesh,32,2014,1184634,1392964,BAPATLA,32754
579,Andhra_Pradesh,33,2014,1208225,1470212,ONGOLE,15559
580,Andhra_Pradesh,34,2014,1204956,1576945,NANDYAL,105766
581,Andhra_Pradesh,35,2014,1065732,1481791,KURNOOL,44131
582,Andhra_Pradesh,36,2014,1212145,1536894,ANANTAPUR,61991
583,Andhra_Pradesh,37,2014,1177257,1446496,HINDUPUR,97325
584,Andhra_Pradesh,38,2014,1200662,1550440,KADAPA,190323
585,Andhra_Pradesh,39,2014,1187648,1606127,NELLORE,13478
586,Andhra_Pradesh,40,2014,1213062,1574161,TIRUPATI,37425
587,Andhra_Pradesh,41,2014,1158317,1487791,RAJAMPET,174762
588,Andhra_Pradesh,42,2014,1198915,1451851,CHITTOOR,44138
589,Arunachal_Pradesh,1,2014,335665,446640,ARUNACHAL WEST,41738
590,Arunachal_Pradesh,2,2014,261291,312704,ARUNACHAL EAST,12478
591,Assam,1,2014,886920,1165997,KARIMGANJ,102094
592,Assam,2,2014,799830,1060175,SILCHAR,35241
593,Assam,3,2014,543280,702230,AUTONOMOUS DISTRICT,24095
594,Assam,4,2014,1369624,1550166,DHUBRI,229730
595,Assam,5,2014,1223869,1505472,KOKRAJHAR,355779
596,Assam,6,2014,1205863,1430188,BARPETA,42341
597,Assam,7,2014,1511729,1922270,GAUHATI,315784
598,Assam,8,2014,1233237,1515676,MANGALDOI,22884
599,Assam,9,2014,980688,1259568,TEZPUR,86020
600,Assam,10,2014,1230074,1523881,NOWGONG,143559
601,Assam,11,2014,1166490,1457219,KALIABOR,93874
602,Assam,12,2014,931336,1189486,JORHAT,102420
603,Assam,13,2014,890968,1124305,DIBRUGARH,185347
604,Assam,14,2014,1111975,1431080,LAKHIMPUR,292138
605,Bihar,1,2014,900127,1456598,VALMIKI NAGAR,117795
606,Bihar,2,2014,854800,1413148,PASCHIM CHAMPARAN,110254
607,Bihar,3,2014,822671,1439253,PURVI CHAMPARAN,192163
608,Bihar,4,2014,842894,1485801,SHEOHAR,136239
609,Bihar,5,2014,900588,1574914,SITAMARHI,147965
610,Bihar,6,2014,860453,1627832,MADHUBANI,20535
611,Bihar,7,2014,941249,1668405,JHANJHARPUR,55408
612,Bihar,8,2014,970528,1525583,SUPAUL,59672
613,Bihar,9,2014,975811,1587332,ARARIA,146504
614,Bihar,10,2014,928490,1438990,KISHANGANJ,194612
615,Bihar,11,2014,977830,1446478,KATIHAR,114740
616,Bihar,12,2014,1017732,1582626,PURNIA,116669
617,Bihar,13,2014,1034799,1725693,MADHEPURA,56209
618,Bihar,14,2014,828342,1495445,DARBHANGA,35043
619,Bihar,15,2014,948887,1551363,MUZAFFARPUR,222422
620,Bihar,16,2014,925937,1566321,VAISHALI,99267
621,Bihar,17,2014,903583,1654838,GOPALGANJ (SC),286936
622,Bihar,18,2014,884021,1563860,SIWAN,113847
623,Bihar,19,2014,846654,1642068,MAHARAJGANJ,38415
624,Bihar,20,2014,863254,1538740,SARAN,40948
625,Bihar,21,2014,904706,1649547,HAJIPUR (SC),225500
626,Bihar,22,2014,858920,1426217,UJIARPUR,60469
627,Bihar,23,2014,863199,1504451,SAMASTIPUR (SC),6872
628,Bihar,24,2014,1077855,1778759,BEGUSARAI,58335
629,Bihar,25,2014,896231,1506587,KHAGARIA,76003
630,Bihar,26,2014,974016,1685339,BHAGALPUR,9485
631,Bihar,27,2014,899353,1549456,BANKA,10144
632,Bihar,28,2014,914350,1719984,MUNGER,109084
633,Bihar,29,2014,921761,1951967,NALANDA,9627
634,Bihar,30,2014,882262,1946249,PATNA SAHIB,265805
635,Bihar,31,2014,978649,1736074,PATALIPUTRA,40322
636,Bihar,32,2014,893213,1824515,ARRAH,135870
637,Bihar,33,2014,888204,1640671,BUXAR,132338
638,Bihar,34,2014,846788,1607747,SASARAM (SC),63327
639,Bihar,35,2014,789927,1580558,KARAKAT,105241
640,Bihar,36,2014,811516,1423246,JAHANABAD,42340
641,Bihar,37,2014,786274,1536153,AURANGABAD,66347
642,Bihar,38,2014,809378,1501521,GAYA (SC),115504
643,Bihar,39,2014,884441,1694895,NAWADA,140157
644,Bihar,40,2014,775639,1550936,JAMUI (SC),85947
645,Chandigarh,1,2014,453455,615214,CHANDIGARH,69642
646,Chhattisgarh,1,2014,1187321,1523022,SARGUJA,147236
647,Chhattisgarh,2,2014,1246186,1626949,RAIGARH,216750
648,Chhattisgarh,3,2014,1073347,1744201,JANJGIR-CHAMPA,174961
649,Chhattisgarh,4,2014,1052720,1423729,KORBA,4265
650,Chhattisgarh,5,2014,1090457,1729229,BILASPUR,176436
651,Chhattisgarh,6,2014,1178296,1591373,RAJNANDGAON,235911
652,Chhattisgarh,7,2014,1258342,1858922,DURG,16848
653,Chhattisgarh,8,2014,1250845,1904460,RAIPUR,171646
654,Chhattisgarh,9,2014,1131209,1516177,MAHASAMUND,1217
655,Chhattisgarh,10,2014,769913,1298083,BASTAR,124359
656,Chhattisgarh,11,2014,1016943,1448375,KANKER,35158
657,Dadra_&_Nagar_Haveli,1,2014,165286,196597,DADAR & NAGAR HAVELI,6214
658,Daman_&_Diu,1,2014,87233,111827,DAMAN & DIU,9222
659,Delhi,1,2014,981863,1447230,CHANDNI CHOWK,136320
660,Delhi,2,2014,1317338,1957708,NORTH EAST DELHI,144084
661,Delhi,3,2014,1196336,1829578,EAST DELHI,190463
662,Delhi,4,2014,969812,1490147,NEW DELHI,162708
663,Delhi,5,2014,1356036,2194343,NORTH WEST DELHI,106802
664,Delhi,6,2014,1347971,2039410,WEST DELHI,268586
665,Delhi,7,2014,1102410,1752748,SOUTH DELHI,107000
666,Goa,1,2014,406631,515441,NORTH GOA,105599
667,Goa,2,2014,410369,545336,SOUTH GOA,32330
668,Gujarat,1,2014,946240,1533782,KACHCHH,254482
669,Gujarat,2,2014,886634,1515711,BANASKANTHA,202334
670,Gujarat,3,2014,955799,1628641,PATAN,138719
671,Gujarat,4,2014,1004258,1498219,MAHESANA,208891
672,Gujarat,5,2014,1094002,1615840,SABARKANTHA,84455
673,Gujarat,6,2014,1135495,1733972,GANDHINAGAR,483121
674,Gujarat,7,2014,985525,1601832,AHMEDABAD EAST,326633
675,Gujarat,8,2014,964609,1534400,AHMEDABAD WEST,320311
676,Gujarat,9,2014,944677,1656657,SURENDRANAGAR,202907
677,Gujarat,10,2014,1057069,1655717,RAJKOT,246428
678,Gujarat,11,2014,809433,1539223,PORBANDAR,267971
679,Gujarat,12,2014,852643,1470952,JAMNAGAR,175289
680,Gujarat,13,2014,941378,1485543,JUNAGADH,135832
681,Gujarat,14,2014,808816,1486286,AMRELI,156232
682,Gujarat,15,2014,917402,1594531,BHAVNAGAR,295488
683,Gujarat,16,2014,970894,1496859,ANAND,63426
684,Gujarat,17,2014,955906,1599476,KHEDA,232901
685,Gujarat,18,2014,933461,1576667,PANCHMAHAL,170596
686,Gujarat,19,2014,900381,1411765,DAHOD,230354
687,Gujarat,20,2014,1161577,1638321,VADODARA,570128
688,Gujarat,21,2014,1100542,1536305,CHHOTA UDAIPUR,179729
689,Gujarat,22,2014,1060211,1417548,BHARUCH,153273
690,Gujarat,23,2014,1206179,1614106,BARDOLI,123884
691,Gujarat,24,2014,947922,1484068,SURAT,533190
692,Gujarat,25,2014,1160747,1764622,NAVSARI,558116
693,Gujarat,26,2014,1122203,1512061,VALSAD,208004
694,Haryana,1,2014,1218995,1692424,AMBALA,340074
695,Haryana,2,2014,1135892,1498459,KURUKSHETRA,129736
696,Haryana,3,2014,1279105,1660557,SIRSA,115736
697,Haryana,4,2014,1155914,1517606,HISAR,31847
698,Haryana,5,2014,1193500,1684321,KARNAL,360147
699,Haryana,6,2014,985638,1417188,SONIPAT,77414
700,Haryana,7,2014,1044331,1567508,ROHTAK,170627
701,Haryana,8,2014,1030431,1473912,BHIWANI-MAHENDRAGARH,129394
702,Haryana,9,2014,1320620,1844906,GURGAON,274722
703,Haryana,10,2014,1130725,1740352,FARIDABAD,466873
704,Himachal_Pradesh,1,2014,799445,1258601,KANGRA,170072
705,Himachal_Pradesh,2,2014,726094,1150408,MANDI,39856
706,Himachal_Pradesh,3,2014,835205,1247699,HAMIRPUR,98403
707,Himachal_Pradesh,4,2014,737756,1153363,SHIMLA,84187
708,Jammu_&_Kashmir,1,2014,465992,1190766,BARAMULLA,29219
709,Jammu_&_Kashmir,2,2014,312212,1207230,SRINAGAR,42280
710,Jammu_&_Kashmir,3,2014,375279,1301143,ANANTNAG,65417
711,Jammu_&_Kashmir,4,2014,118029,166763,LADAKH,36
712,Jammu_&_Kashmir,5,2014,1041758,1469072,UDHAMPUR,60976
713,Jammu_&_Kashmir,6,2014,1253593,1848155,JAMMU,257280
714,Jharkhand,1,2014,951563,1353467,RAJMAHAL,41337
715,Jharkhand,2,2014,903060,1273049,DUMKA,39030
716,Jharkhand,3,2014,1049442,1590772,GODDA,60682
717,Jharkhand,4,2014,712971,1312562,CHATRA,178026
718,Jharkhand,5,2014,1024906,1639645,KODARMA,98654
719,Jharkhand,6,2014,969997,1511644,GIRIDIH,40313
720,Jharkhand,7,2014,1143902,1890021,DHANBAD,292954
721,Jharkhand,8,2014,1049783,1648459,RANCHI,199303
722,Jharkhand,9,2014,1049140,1581665,JAMSHEDPUR,99876
723,Jharkhand,10,2014,795286,1152632,SINGHBHUM,87524
724,Jharkhand,11,2014,736955,1111856,KHUNTI,92248
725,Jharkhand,12,2014,651460,1119144,LOHARDAGA,6489
726,Jharkhand,13,2014,977323,1645957,PALAMAU,263942
727,Jharkhand,14,2014,967152,1518923,HAZARIBAGH,159128
728,Karnataka,1,2014,1071103,1442206,CHIKKODI,3003
729,Karnataka,2,2014,1078528,1580895,BELGAUM,75860
730,Karnataka,3,2014,1079310,1568633,BAGALKOT,116560
731,Karnataka,4,2014,966757,1622635,BIJAPUR,69819
732,Karnataka,5,2014,997638,1721990,GULBARGA,74733
733,Karnataka,6,2014,968889,1661606,RAICHUR,1499
734,Karnataka,7,2014,959384,1600962,BIDAR,92222
735,Karnataka,8,2014,1006508,1535105,KOPPAL,32414
736,Karnataka,9,2014,1045772,1487945,BELLARY,85144
737,Karnataka,10,2014,1115968,1558749,HAVERI,87571
738,Karnataka,11,2014,1041226,1578125,DHARWAD,113657
739,Karnataka,12,2014,1001038,1450599,UTTARA KANNADA,140700
740,Karnataka,13,2014,1114868,1522712,DAVANAGERE,17607
741,Karnataka,14,2014,1129008,1562243,SHIMOGA,363305
742,Karnataka,15,2014,1034108,1387294,UDUPI CHIKMAGALUR,181643
743,Karnataka,16,2014,1147172,1561486,HASSAN,100462
744,Karnataka,17,2014,1207474,1565219,DAKSHINA KANNADA,143709
745,Karnataka,18,2014,1096499,1661277,CHITRADURGA,101291
746,Karnataka,19,2014,1101484,1518518,TUMKUR,74041
747,Karnataka,20,2014,1192638,1669262,MANDYA,5518
748,Karnataka,21,2014,1159594,1723134,MYSORE,31608
749,Karnataka,22,2014,1133029,1555781,CHAMARAJANAGAR,141182
750,Karnataka,23,2014,1455244,2190398,BANGALORE RURAL,231480
751,Karnataka,24,2014,1356718,2401472,BANGALORE NORTH,229764
752,Karnataka,25,2014,1074589,1931456,BANGALORE CENTRAL,137500
753,Karnataka,26,2014,1113726,1998724,BANGALORE SOUTH,228575
754,Karnataka,27,2014,1263274,1658410,CHIKKBALLAPUR,9520
755,Karnataka,28,2014,1127315,1492977,KOLAR,47850
756,Kerala,1,2014,974215,1243730,KASARAGOD,6921
757,Kerala,2,2014,947117,1170266,KANNUR,6566
758,Kerala,3,2014,959342,1182504,VADAKARA,3306
759,Kerala,4,2014,915006,1249420,WAYANAD,20870
760,Kerala,5,2014,943009,1182484,KOZHIKODE,16883
761,Kerala,6,2014,853467,1198444,MALAPPURAM,194739
762,Kerala,7,2014,871592,1180789,PONNANI,25410
763,Kerala,8,2014,910322,1208726,PALAKKAD,105300
764,Kerala,9,2014,927228,1216351,ALATHUR,37312
765,Kerala,10,2014,920505,1275288,THRISSUR,38227
766,Kerala,11,2014,884033,1150497,CHALAKUDY,13884
767,Kerala,12,2014,850834,1156492,ERNAKULAM,87047
768,Kerala,13,2014,819766,1158735,IDUKKI,50542
769,Kerala,14,2014,831636,1161465,KOTTAYAM,120599
770,Kerala,15,2014,997464,1271324,ALAPPUZHA,19407
771,Kerala,16,2014,889060,1252668,MAVELIKKARA,32737
772,Kerala,17,2014,869452,1323906,PATHANAMTHITTA,56191
773,Kerala,18,2014,879056,1219415,KOLLAM,37649
774,Kerala,19,2014,859350,1251398,ATTINGAL,69378
775,Kerala,20,2014,873441,1272748,THIRUVANANTHAPURAM,15470
776,Lakshadweep,1,2014,43239,49922,LAKSHADWEEP,1535
777,Madhya_Pradesh,1,2014,854279,1702457,MORENA,132981
778,Madhya_Pradesh,2,2014,729084,1600137,BHIND,159961
779,Madhya_Pradesh,3,2014,990912,1876965,GWALIOR,29699
780,Madhya_Pradesh,4,2014,976629,1605613,GUNA,120792
781,Madhya_Pradesh,5,2014,891929,1520322,SAGAR,120737
782,Madhya_Pradesh,6,2014,766321,1528863,TIKAMGARH,208731
783,Madhya_Pradesh,7,2014,912080,1651614,DAMOH,213299
784,Madhya_Pradesh,8,2014,874477,1702833,KHAJURAHO,247490
785,Madhya_Pradesh,9,2014,913444,1458381,SATNA,8688
786,Madhya_Pradesh,10,2014,830002,1544719,REWA,168726
787,Madhya_Pradesh,11,2014,989396,1736048,SIDHI,108046
788,Madhya_Pradesh,12,2014,968518,1561016,SHAHDOL,241301
789,Madhya_Pradesh,13,2014,1002184,1711621,JABALPUR,208639
790,Madhya_Pradesh,14,2014,1218518,1824702,MANDLA,110469
791,Madhya_Pradesh,15,2014,1113364,1629741,BALAGHAT,96041
792,Madhya_Pradesh,16,2014,1107498,1402038,CHHINDWARA,116537
793,Madhya_Pradesh,17,2014,1031175,1568206,HOSHANGABAD,389960
794,Madhya_Pradesh,18,2014,1073473,1634039,VIDISHA,410698
795,Madhya_Pradesh,19,2014,1130182,1957241,BHOPAL,370696
796,Madhya_Pradesh,20,2014,1010724,1578757,RAJGARH,228737
797,Madhya_Pradesh,21,2014,1143970,1617111,DEWAS,260313
798,Madhya_Pradesh,22,2014,1016405,1525481,UJJAIN,309663
799,Madhya_Pradesh,23,2014,1161349,1626556,MANDSOUR,303649
800,Madhya_Pradesh,24,2014,1082690,1702576,RATLAM,108457
801,Madhya_Pradesh,25,2014,1076816,1668441,DHAR,104328
802,Madhya_Pradesh,26,2014,1316817,2115303,INDORE,466901
803,Madhya_Pradesh,27,2014,1152525,1703272,KHARGONE,257879
804,Madhya_Pradesh,28,2014,1257327,1759417,KHANDWA,259714
805,Madhya_Pradesh,29,2014,1047719,1607831,BETUL,328614
806,Maharashtra,1,2014,1116676,1672943,NANDURBAR,106905
807,Maharashtra,2,2014,983083,1675367,DHULE,130723
808,Maharashtra,3,2014,990332,1707969,JALGAON,383525
809,Maharashtra,4,2014,1009213,1593389,RAVER,318068
810,Maharashtra,5,2014,978626,1595435,BULDHANA,159579
811,Maharashtra,6,2014,978491,1672643,AKOLA,203116
812,Maharashtra,7,2014,1004061,1612739,AMRAVATI,137932
813,Maharashtra,8,2014,1013445,1564552,WARDHA,215783
814,Maharashtra,9,2014,1050316,1677266,RAMTEK,175791
815,Maharashtra,10,2014,1085038,1900784,NAGPUR,284848
