Number,State_Name,Constituency_No,Year,Constituency_Name,Margin,Turnout,Electors
419,Uttar_Pradesh,3,2019,MUZAFFARNAGAR,6526,1160071,1698003
420,Uttar_Pradesh,4,2019,BIJNOR,69941,1100763,1664125
421,Uttar_Pradesh,5,2019,NAGINA,166832,1009456,1586117
422,Uttar_Pradesh,6,2019,MORADABAD,97878,1282206,1958939
423,Uttar_Pradesh,7,2019,RAMPUR,109997,1060921,1679506
424,Uttar_Pradesh,8,2019,SAMBHAL,174826,1183469,1828764
425,Uttar_Pradesh,9,2019,AMROHA,63248,1169182,1646435
426,Uttar_Pradesh,10,2019,MEERUT,4729,1216413,1892931
427,Uttar_Pradesh,11,2019,BAGHPAT,23502,1044894,1616476
428,Uttar_Pradesh,12,2019,GHAZIABAD,501500,1524456,2728978
429,Uttar_Pradesh,13,2019,GAUTAM BUDDHA NAGAR,336922,1392952,2302960
430,Uttar_Pradesh,14,2019,BULANDSHAHR,290057,1123629,1787925
431,Uttar_Pradesh,15,2019,ALIGARH,229261,1163184,1887127
432,Uttar_Pradesh,16,2019,HATHRAS,260208,1150294,1864320
433,Uttar_Pradesh,17,2019,MATHURA,293471,1102731,1807893
434,Uttar_Pradesh,18,2019,AGRA,211546,1145323,1937690
435,Uttar_Pradesh,19,2019,FATEHPUR SIKRI,495065,1037151,1718837
436,Uttar_Pradesh,20,2019,FIROZABAD,28781,1075866,1790510
437,Uttar_Pradesh,21,2019,MAINPURI,94389,976518,1723236
438,Uttar_Pradesh,22,2019,ETAH,122670,999607,1621295
439,Uttar_Pradesh,23,2019,BADAUN,18454,1081111,1891576
440,Uttar_Pradesh,24,2019,AONLA,113743,1052795,1785605
441,Uttar_Pradesh,25,2019,BAREILLY,167282,1068342,1797655
442,Uttar_Pradesh,26,2019,PILIBHIT,255627,1186589,1761207
443,Uttar_Pradesh,27,2019,SHAHJAHANPUR,268418,1186157,2114201
444,Uttar_Pradesh,28,2019,KHERI,218807,1136660,1770699
445,Uttar_Pradesh,29,2019,DHAURAHRA,160611,1063840,1644674
446,Uttar_Pradesh,30,2019,SITAPUR,100833,1064521,1666126
447,Uttar_Pradesh,31,2019,HARDOI,132474,1057558,1807119
448,Uttar_Pradesh,32,2019,MISRIKH,100672,1026668,1796932
449,Uttar_Pradesh,33,2019,UNNAO,400956,1237076,2191465
450,Uttar_Pradesh,34,2019,MOHANLALGANJ,90204,1269594,2023431
451,Uttar_Pradesh,35,2019,LUCKNOW,347302,1116445,2040367
452,Uttar_Pradesh,36,2019,RAE BARELI,167178,958556,1702248
453,Uttar_Pradesh,37,2019,AMETHI,55120,942453,1743515
454,Uttar_Pradesh,38,2019,SULTANPUR,14526,1000316,1775196
455,Uttar_Pradesh,39,2019,PRATAPGARH,117752,914665,1708759
456,Uttar_Pradesh,40,2019,FARRUKHABAD,221702,1002953,1708585
457,Uttar_Pradesh,41,2019,ETAWAH,64437,1027815,1757984
458,Uttar_Pradesh,42,2019,KANNAUJ,12353,1140496,1874824
459,Uttar_Pradesh,43,2019,KANPUR,155934,842994,1632983
460,Uttar_Pradesh,44,2019,AKBARPUR,275142,1025314,1766121
461,Uttar_Pradesh,45,2019,JALAUN,158377,1129955,1933358
462,Uttar_Pradesh,46,2019,JHANSI,365683,1380890,2040739
463,Uttar_Pradesh,47,2019,HAMIRPUR,248652,1089778,1749100
464,Uttar_Pradesh,48,2019,BANDA,58938,1034549,1702024
465,Uttar_Pradesh,49,2019,FATEHPUR,198205,1043655,1839312
466,Uttar_Pradesh,50,2019,KAUSHAMBI,38722,974438,1787120
467,Uttar_Pradesh,51,2019,PHULPUR,171968,978236,2010477
468,Uttar_Pradesh,52,2019,ALLAHABAD,184275,889056,1716160
469,Uttar_Pradesh,53,2019,BARABANKI,110140,1155341,1816830
470,Uttar_Pradesh,54,2019,FAIZABAD,65477,1087121,1821785
471,Uttar_Pradesh,55,2019,AMBEDKAR NAGAR,95880,1090152,1785657
472,Uttar_Pradesh,56,2019,BAHRAICH,128752,989848,1729908
473,Uttar_Pradesh,57,2019,KAISERGANJ,261601,981400,1805946
474,Uttar_Pradesh,58,2019,SHRAWASTI,5320,997007,1914739
475,Uttar_Pradesh,59,2019,GONDA,166360,923816,1770248
476,Uttar_Pradesh,60,2019,DOMARIYAGANJ,105321,985269,1885433
477,Uttar_Pradesh,61,2019,BASTI,30354,1054539,1845223
478,Uttar_Pradesh,62,2019,SANT KABIR NAGAR,35749,1063390,1962903
479,Uttar_Pradesh,63,2019,MAHARAJGANJ,340424,1226916,1915408
480,Uttar_Pradesh,64,2019,GORAKHPUR,301664,1184635,1981197
481,Uttar_Pradesh,65,2019,KUSHI NAGAR,337560,1053117,1761564
482,Uttar_Pradesh,66,2019,DEORIA,249931,1015363,1754195
483,Uttar_Pradesh,67,2019,BANSGAON,153468,969136,1751258
484,Uttar_Pradesh,68,2019,LALGANJ,161597,960568,1751980
485,Uttar_Pradesh,69,2019,AZAMGARH,259874,1029112,1789168
486,Uttar_Pradesh,70,2019,GHOSI,122568,1140781,1991651
487,Uttar_Pradesh,71,2019,SALEMPUR,112615,922518,1667282
488,Uttar_Pradesh,72,2019,BALLIA,15519,989732,1822625
489,Uttar_Pradesh,73,2019,JAUNPUR,80936,1040652,1867976
490,Uttar_Pradesh,74,2019,MACHHLISHAHR,181,1034925,1848306
491,Uttar_Pradesh,75,2019,GHAZIPUR,119392,1105627,1881077
492,Uttar_Pradesh,76,2019,CHANDAULI,13959,1084961,1756837
493,Uttar_Pradesh,77,2019,VARANASI,479505,1060476,1856791
494,Uttar_Pradesh,78,2019,BHADOHI,43615,1039390,1942514
495,Uttar_Pradesh,79,2019,MIRZAPUR,232008,1108965,1845150
496,Uttar_Pradesh,80,2019,ROBERTSGANJ,54336,988287,1723538
497,Uttarakhand,1,2019,TEHRI GARHWAL,300586,876069,1493543
498,Uttarakhand,2,2019,GARHWAL,302669,742784,1355796
499,Uttarakhand,3,2019,ALMORA,232986,694472,1337808
500,Uttarakhand,4,2019,NAINITAL-UDHAMSINGH NAGAR,339096,1258570,1828433
501,Uttarakhand,5,2019,HARDWAR,258729,1271030,1840738
502,West_Bengal,1,2019,COOCH BEHAR,54231,1524683,1814200
503,West_Bengal,2,2019,ALIPURDUARS,243989,1380217,1648383
504,West_Bengal,3,2019,JALPAIGURI,184004,1500922,1735464
505,West_Bengal,4,2019,DARJEELING,413443,1267270,1611317
506,West_Bengal,5,2019,RAIGANJ,60574,1277109,1601220
507,West_Bengal,6,2019,BALURGHAT,33293,1197849,1431704
508,West_Bengal,7,2019,MALDAHA UTTAR,84288,1354706,1685955
509,West_Bengal,8,2019,MALDAHA DAKSHIN,8222,1279202,1575590
510,West_Bengal,9,2019,JANGIPUR,245782,1304504,1616213
511,West_Bengal,10,2019,BAHARAMPUR,80696,1299997,1638378
512,West_Bengal,11,2019,MURSHIDABAD,226417,1453755,1725187
513,West_Bengal,12,2019,KRISHNANAGAR,63218,1366443,1631698
514,West_Bengal,13,2019,RANAGHAT,233428,1484035,1762252
515,West_Bengal,14,2019,BANGAON,111594,1407758,1704632
516,West_Bengal,15,2019,BARRACKPORE,14857,1104517,1436431
517,West_Bengal,16,2019,DUM DUM,53002,1204660,1566196
518,West_Bengal,17,2019,BARASAT,110169,1395429,1718252
519,West_Bengal,18,2019,BASIRHAT,350369,1433339,1678357
520,West_Bengal,19,2019,JAYNAGAR,316775,1356102,1648355
521,West_Bengal,20,2019,MATHURAPUR,203974,1401953,1652096
522,West_Bengal,21,2019,DIAMOND HARBOUR,320594,1409002,1719190
523,West_Bengal,22,2019,JADAVPUR,295239,1436894,1816857
524,West_Bengal,23,2019,KOLKATA DAKSHIN,155192,1206645,1728851
525,West_Bengal,24,2019,KOLKATA UTTAR,127095,950613,1444082
526,West_Bengal,25,2019,HOWRAH,103695,1222293,1633925
527,West_Bengal,26,2019,ULUBERIA,215359,1311099,1614988
528,West_Bengal,27,2019,SRERAMPUR,98536,1401705,1785472
529,West_Bengal,28,2019,HOOGHLY,73362,1457842,1766601
530,West_Bengal,29,2019,ARAMBAGH,1142,1471981,1764726
531,West_Bengal,30,2019,TAMLUK,190165,1446499,1694646
532,West_Bengal,31,2019,KANTHI,111668,1424247,1660147
533,West_Bengal,32,2019,GHATAL,107973,1488818,1800002
534,West_Bengal,33,2019,JHARGRAM,11767,1406214,1641868
535,West_Bengal,34,2019,MEDINIPUR,88952,1409815,1674236
536,West_Bengal,35,2019,PURULIA,204732,1355236,1645884
537,West_Bengal,36,2019,BANKURA,174333,1371855,1648906
538,West_Bengal,37,2019,BISHNUPUR,78047,1420648,1627199
539,West_Bengal,38,2019,BARDHAMAN PURBA,89311,1439286,1698089
540,West_Bengal,39,2019,BARDHAMAN DURGAPUR,2439,1433007,1733578
541,West_Bengal,40,2019,ASANSOL,197637,1238135,1615865
542,West_Bengal,41,2019,BOLPUR,106402,1461269,1705073
543,West_Bengal,42,2019,BIRBHUM,88924,1449423,1699219
544,Bihar,23,2019,SAMASTIPUR,102090,788679,1679050
545,Maharashtra,45,2019,SATARA,89503,1254637,1850393
546,Andaman_&_Nicobar_Islands,1,2014,ANDAMAN & NICOBAR ISLANDS,7812,190328,269360
547,Andhra_Pradesh,1,2014,ADILABAD,171290,1045839,1386282
548,Andhra_Pradesh,2,2014,PEDDAPALLE,291158,1022184,1425355
549,Andhra_Pradesh,3,2014,KARIMNAGAR,204652,1125184,1550810
550,Andhra_Pradesh,4,2014,NIZAMABAD,167184,1033924,1496193
551,Andhra_Pradesh,5,2014,ZAHIRABAD,144631,1094806,1445354
552,Andhra_Pradesh,6,2014,MEDAK,397029,1191011,1536166
553,Andhra_Pradesh,7,2014,MALKAJGIRI,28166,1620444,3183083
554,Andhra_Pradesh,8,2014,SECUNDRABAD,254735,1003769,1893741
555,Andhra_Pradesh,9,2014,HYDERABAD,202454,971421,1823217
556,Andhra_Pradesh,10,2014,CHELVELLA,73023,1315862,2185164
557,Andhra_Pradesh,11,2014,MAHBUBNAGAR,2590,1014800,1418668
558,Andhra_Pradesh,12,2014,NAGARKURNOOL,16676,1108968,1477305
559,Andhra_Pradesh,13,2014,NALGONDA,193156,1189399,1494343
560,Andhra_Pradesh,14,2014,BHONGIR,30544,1211732,1492240
561,Andhra_Pradesh,15,2014,WARANGAL,392574,1174631,1537778
562,Andhra_Pradesh,16,2014,MAHABUBABAD,34992,1124372,1387288
563,Andhra_Pradesh,17,2014,KHAMMAM,12204,1183849,1440267
564,Andhra_Pradesh,18,2014,ARUKU,91398,909614,1272340
565,Andhra_Pradesh,19,2014,SRIKAKULAM,127692,1052115,1413726
566,Andhra_Pradesh,20,2014,VIZIANAGARAM,106911,1120316,1403736
567,Andhra_Pradesh,21,2014,VISAKHAPATNAM,90488,1163558,1723011
568,Andhra_Pradesh,22,2014,ANAKAPALLI,47932,1148072,1401474
569,Andhra_Pradesh,23,2014,KAKINADA,3431,1099999,1418290
570,Andhra_Pradesh,24,2014,AMALAPURAM,120576,1120927,1357865
571,Andhra_Pradesh,25,2014,RAJAHMUNDRY,167434,1154381,1421276
572,Andhra_Pradesh,26,2014,NARSAPURAM,85351,1088947,1325028
573,Andhra_Pradesh,27,2014,ELURU,101926,1201697,1427764
574,Andhra_Pradesh,28,2014,MACHILIPATNAM,81057,1141065,1369311
575,Andhra_Pradesh,29,2014,VIJAYAWADA,74714,1195765,1564513
576,Andhra_Pradesh,30,2014,GUNTUR,69111,1244926,1572017
577,Andhra_Pradesh,31,2014,NARASARAOPET,35280,1282058,1514861
578,Andhra_Pradesh,32,2014,BAPATLA,32754,1184634,1392964
579,Andhra_Pradesh,33,2014,ONGOLE,15559,1208225,1470212
580,Andhra_Pradesh,34,2014,NANDYAL,105766,1204956,1576945
581,Andhra_Pradesh,35,2014,KURNOOL,44131,1065732,1481791
582,Andhra_Pradesh,36,2014,ANANTAPUR,61991,1212145,1536894
583,Andhra_Pradesh,37,2014,HINDUPUR,97325,1177257,1446496
584,Andhra_Pradesh,38,2014,KADAPA,190323,1200662,1550440
585,Andhra_Pradesh,39,2014,NELLORE,13478,1187648,1606127
586,Andhra_Pradesh,40,2014,TIRUPATI,37425,1213062,1574161
587,Andhra_Pradesh,41,2014,RAJAMPET,174762,1158317,1487791
588,Andhra_Pradesh,42,2014,CHITTOOR,44138,1198915,1451851
589,Arunachal_Pradesh,1,2014,ARUNACHAL WEST,41738,335665,446640
590,Arunachal_Pradesh,2,2014,ARUNACHAL EAST,12478,261291,312704
591,Assam,1,2014,KARIMGANJ,102094,886920,1165997
592,Assam,2,2014,SILCHAR,35241,799830,1060175
593,Assam,3,2014,AUTONOMOUS DISTRICT,24095,543280,702230
594,Assam,4,2014,DHUBRI,229730,1369624,1550166
595,Assam,5,2014,KOKRAJHAR,355779,1223869,1505472
596,Assam,6,2014,BARPETA,42341,1205863,1430188
597,Assam,7,2014,GAUHATI,315784,1511729,1922270
598,Assam,8,2014,MANGALDOI,22884,1233237,1515676
599,Assam,9,2014,TEZPUR,86020,980688,1259568
600,Assam,10,2014,NOWGONG,143559,1230074,1523881
601,Assam,11,2014,KALIABOR,93874,1166490,1457219
602,Assam,12,2014,JORHAT,102420,931336,1189486
603,Assam,13,2014,DIBRUGARH,185347,890968,1124305
604,Assam,14,2014,LAKHIMPUR,292138,1111975,1431080
605,Bihar,1,2014,VALMIKI NAGAR,117795,900127,1456598
606,Bihar,2,2014,PASCHIM CHAMPARAN,110254,854800,1413148
607,Bihar,3,2014,PURVI CHAMPARAN,192163,822671,1439253
608,Bihar,4,2014,SHEOHAR,136239,842894,1485801
609,Bihar,5,2014,SITAMARHI,147965,900588,1574914
610,Bihar,6,2014,MADHUBANI,20535,860453,1627832
611,Bihar,7,2014,JHANJHARPUR,55408,941249,1668405
612,Bihar,8,2014,SUPAUL,59672,970528,1525583
613,Bihar,9,2014,ARARIA,146504,975811,1587332
614,Bihar,10,2014,KISHANGANJ,194612,928490,1438990
615,Bihar,11,2014,KATIHAR,114740,977830,1446478
616,Bihar,12,2014,PURNIA,116669,1017732,1582626
617,Bihar,13,2014,MADHEPURA,56209,1034799,1725693
618,Bihar,14,2014,DARBHANGA,35043,828342,1495445
619,Bihar,15,2014,MUZAFFARPUR,222422,948887,1551363
620,Bihar,16,2014,VAISHALI,99267,925937,1566321
621,Bihar,17,2014,GOPALGANJ (SC),286936,903583,1654838
622,Bihar,18,2014,SIWAN,113847,884021,1563860
623,Bihar,19,2014,MAHARAJGANJ,38415,846654,1642068
624,Bihar,20,2014,SARAN,40948,863254,1538740
625,Bihar,21,2014,HAJIPUR (SC),225500,904706,1649547
626,Bihar,22,2014,UJIARPUR,60469,858920,1426217
627,Bihar,23,2014,SAMASTIPUR (SC),6872,863199,1504451
628,Bihar,24,2014,BEGUSARAI,58335,1077855,1778759
629,Bihar,25,2014,KHAGARIA,76003,896231,1506587
630,Bihar,26,2014,BHAGALPUR,9485,974016,1685339
631,Bihar,27,2014,BANKA,10144,899353,1549456
632,Bihar,28,2014,MUNGER,109084,914350,1719984
633,Bihar,29,2014,NALANDA,9627,921761,1951967
634,Bihar,30,2014,PATNA SAHIB,265805,882262,1946249
635,Bihar,31,2014,PATALIPUTRA,40322,978649,1736074
636,Bihar,32,2014,ARRAH,135870,893213,1824515
637,Bihar,33,2014,BUXAR,132338,888204,1640671
638,Bihar,34,2014,SASARAM (SC),63327,846788,1607747
639,Bihar,35,2014,KARAKAT,105241,789927,1580558
640,Bihar,36,2014,JAHANABAD,42340,811516,1423246
641,Bihar,37,2014,AURANGABAD,66347,786274,1536153
642,Bihar,38,2014,GAYA (SC),115504,809378,1501521
643,Bihar,39,2014,NAWADA,140157,884441,1694895
644,Bihar,40,2014,JAMUI (SC),85947,775639,1550936
645,Chandigarh,1,2014,CHANDIGARH,69642,453455,615214
646,Chhattisgarh,1,2014,SARGUJA,147236,1187321,1523022
647,Chhattisgarh,2,2014,RAIGARH,216750,1246186,1626949
648,Chhattisgarh,3,2014,JANJGIR-CHAMPA,174961,1073347,1744201
649,Chhattisgarh,4,2014,KORBA,4265,1052720,1423729
650,Chhattisgarh,5,2014,BILASPUR,176436,1090457,1729229
651,Chhattisgarh,6,2014,RAJNANDGAON,235911,1178296,1591373
652,Chhattisgarh,7,2014,DURG,16848,1258342,1858922
653,Chhattisgarh,8,2014,RAIPUR,171646,1250845,1904460
654,Chhattisgarh,9,2014,MAHASAMUND,1217,1131209,1516177
655,Chhattisgarh,10,2014,BASTAR,124359,769913,1298083
656,Chhattisgarh,11,2014,KANKER,35158,1016943,1448375
657,Dadra_&_Nagar_Haveli,1,2014,DADAR & NAGAR HAVELI,6214,165286,196597
658,Daman_&_Diu,1,2014,DAMAN & DIU,9222,87233,111827
659,Delhi,1,2014,CHANDNI CHOWK,136320,981863,1447230
660,Delhi,2,2014,NORTH EAST DELHI,144084,1317338,1957708
661,Delhi,3,2014,EAST DELHI,190463,1196336,1829578
662,Delhi,4,2014,NEW DELHI,162708,969812,1490147
663,Delhi,5,2014,NORTH WEST DELHI,106802,1356036,2194343
664,Delhi,6,2014,WEST DELHI,268586,1347971,2039410
665,Delhi,7,2014,SOUTH DELHI,107000,1102410,1752748
666,Goa,1,2014,NORTH GOA,105599,406631,515441
667,Goa,2,2014,SOUTH GOA,32330,410369,545336
668,Gujarat,1,2014,KACHCHH,254482,946240,1533782
669,Gujarat,2,2014,BANASKANTHA,202334,886634,1515711
670,Gujarat,3,2014,PATAN,138719,955799,1628641
671,Gujarat,4,2014,MAHESANA,208891,1004258,1498219
672,Gujarat,5,2014,SABARKANTHA,84455,1094002,1615840
673,Gujarat,6,2014,GANDHINAGAR,483121,1135495,1733972
674,Gujarat,7,2014,AHMEDABAD EAST,326633,985525,1601832
675,Gujarat,8,2014,AHMEDABAD WEST,320311,964609,1534400
676,Gujarat,9,2014,SURENDRANAGAR,202907,944677,1656657
677,Gujarat,10,2014,RAJKOT,246428,1057069,1655717
678,Gujarat,11,2014,PORBANDAR,267971,809433,1539223
679,Gujarat,12,2014,JAMNAGAR,175289,852643,1470952
680,Gujarat,13,2014,JUNAGADH,135832,941378,1485543
681,Gujarat,14,2014,AMRELI,156232,808816,1486286
682,Gujarat,15,2014,BHAVNAGAR,295488,917402,1594531
683,Gujarat,16,2014,ANAND,63426,970894,1496859
684,Gujarat,17,2014,KHEDA,232901,955906,1599476
685,Gujarat,18,2014,PANCHMAHAL,170596,933461,1576667
686,Gujarat,19,2014,DAHOD,230354,900381,1411765
687,Gujarat,20,2014,VADODARA,570128,1161577,1638321
688,Gujarat,21,2014,CHHOTA UDAIPUR,179729,1100542,1536305
689,Gujarat,22,2014,BHARUCH,153273,1060211,1417548
690,Gujarat,23,2014,BARDOLI,123884,1206179,1614106
691,Gujarat,24,2014,SURAT,533190,947922,1484068
692,Gujarat,25,2014,NAVSARI,558116,1160747,1764622
693,Gujarat,26,2014,VALSAD,208004,1122203,1512061
694,Haryana,1,2014,AMBALA,340074,1218995,1692424
695,Haryana,2,2014,KURUKSHETRA,129736,1135892,1498459
696,Haryana,3,2014,SIRSA,115736,1279105,1660557
697,Haryana,4,2014,HISAR,31847,1155914,1517606
698,Haryana,5,2014,KARNAL,360147,1193500,1684321
699,Haryana,6,2014,SONIPAT,77414,985638,1417188
700,Haryana,7,2014,ROHTAK,170627,1044331,1567508
701,Haryana,8,2014,BHIWANI-MAHENDRAGARH,129394,1030431,1473912
702,Haryana,9,2014,GURGAON,274722,1320620,1844906
703,Haryana,10,2014,FARIDABAD,466873,1130725,1740352
704,Himachal_Pradesh,1,2014,KANGRA,170072,799445,1258601
705,Himachal_Pradesh,2,2014,MANDI,39856,726094,1150408
706,Himachal_Pradesh,3,2014,HAMIRPUR,98403,835205,1247699
707,Himachal_Pradesh,4,2014,SHIMLA,84187,737756,1153363
708,Jammu_&_Kashmir,1,2014,BARAMULLA,29219,465992,1190766
709,Jammu_&_Kashmir,2,2014,SRINAGAR,42280,312212,1207230
710,Jammu_&_Kashmir,3,2014,ANANTNAG,65417,375279,1301143
711,Jammu_&_Kashmir,4,2014,LADAKH,36,118029,166763
712,Jammu_&_Kashmir,5,2014,UDHAMPUR,60976,1041758,1469072
713,Jammu_&_Kashmir,6,2014,JAMMU,257280,1253593,1848155
714,Jharkhand,1,2014,RAJMAHAL,41337,951563,1353467
715,Jharkhand,2,2014,DUMKA,39030,903060,1273049
716,Jharkhand,3,2014,GODDA,60682,1049442,1590772
717,Jharkhand,4,2014,CHATRA,178026,712971,1312562
718,Jharkhand,5,2014,KODARMA,98654,1024906,1639645
719,Jharkhand,6,2014,GIRIDIH,40313,969997,1511644
720,Jharkhand,7,2014,DHANBAD,292954,1143902,1890021
721,Jharkhand,8,2014,RANCHI,199303,1049783,1648459
722,Jharkhand,9,2014,JAMSHEDPUR,99876,1049140,1581665
723,Jharkhand,10,2014,SINGHBHUM,87524,795286,1152632
724,Jharkhand,11,2014,KHUNTI,92248,736955,1111856
725,Jharkhand,12,2014,LOHARDAGA,6489,651460,1119144
726,Jharkhand,13,2014,PALAMAU,263942,977323,1645957
727,Jharkhand,14,2014,HAZARIBAGH,159128,967152,1518923
728,Karnataka,1,2014,CHIKKODI,3003,1071103,1442206
729,Karnataka,2,2014,BELGAUM,75860,1078528,1580895
730,Karnataka,3,2014,BAGALKOT,116560,1079310,1568633
731,Karnataka,4,2014,BIJAPUR,69819,966757,1622635
732,Karnataka,5,2014,GULBARGA,74733,997638,1721990
733,Karnataka,6,2014,RAICHUR,1499,968889,1661606
734,Karnataka,7,2014,BIDAR,92222,959384,1600962
735,Karnataka,8,2014,KOPPAL,32414,1006508,1535105
736,Karnataka,9,2014,BELLARY,85144,1045772,1487945
737,Karnataka,10,2014,HAVERI,87571,1115968,1558749
738,Karnataka,11,2014,DHARWAD,113657,1041226,1578125
739,Karnataka,12,2014,UTTARA KANNADA,140700,1001038,1450599
740,Karnataka,13,2014,DAVANAGERE,17607,1114868,1522712
741,Karnataka,14,2014,SHIMOGA,363305,1129008,1562243
742,Karnataka,15,2014,UDUPI CHIKMAGALUR,181643,1034108,1387294
743,Karnataka,16,2014,HASSAN,100462,1147172,1561486
744,Karnataka,17,2014,DAKSHINA KANNADA,143709,1207474,1565219
745,Karnataka,18,2014,CHITRADURGA,101291,1096499,1661277
746,Karnataka,19,2014,TUMKUR,74041,1101484,1518518
747,Karnataka,20,2014,MANDYA,5518,1192638,1669262
748,Karnataka,21,2014,MYSORE,31608,1159594,1723134
749,Karnataka,22,2014,CHAMARAJANAGAR,141182,1133029,1555781
750,Karnataka,23,2014,BANGALORE RURAL,231480,1455244,2190398
751,Karnataka,24,2014,BANGALORE NORTH,229764,1356718,2401472
752,Karnataka,25,2014,BANGALORE CENTRAL,137500,1074589,1931456
753,Karnataka,26,2014,BANGALORE SOUTH,228575,1113726,1998724
754,Karnataka,27,2014,CHIKKBALLAPUR,9520,1263274,1658410
755,Karnataka,28,2014,KOLAR,47850,1127315,1492977
756,Kerala,1,2014,KASARAGOD,6921,974215,1243730
757,Kerala,2,2014,KANNUR,6566,947117,1170266
758,Kerala,3,2014,VADAKARA,3306,959342,1182504
759,Kerala,4,2014,WAYANAD,20870,915006,1249420
760,Kerala,5,2014,KOZHIKODE,16883,943009,1182484
761,Kerala,6,2014,MALAPPURAM,194739,853467,1198444
762,Kerala,7,2014,PONNANI,25410,871592,1180789
763,Kerala,8,2014,PALAKKAD,105300,910322,1208726
764,Kerala,9,2014,ALATHUR,37312,927228,1216351
765,Kerala,10,2014,THRISSUR,38227,920505,1275288
766,Kerala,11,2014,CHALAKUDY,13884,884033,1150497
767,Kerala,12,2014,ERNAKULAM,87047,850834,1156492
768,Kerala,13,2014,IDUKKI,50542,819766,1158735
769,Kerala,14,2014,KOTTAYAM,120599,831636,1161465
770,Kerala,15,2014,ALAPPUZHA,19407,997464,1271324
771,Kerala,16,2014,MAVELIKKARA,32737,889060,1252668
772,Kerala,17,2014,PATHANAMTHITTA,56191,869452,1323906
773,Kerala,18,2014,KOLLAM,37649,879056,1219415
774,Kerala,19,2014,ATTINGAL,69378,859350,1251398
775,Kerala,20,2014,THIRUVANANTHAPURAM,15470,873441,1272748
776,Lakshadweep,1,2014,LAKSHADWEEP,1535,43239,49922
777,Madhya_Pradesh,1,2014,MORENA,132981,854279,1702457
778,Madhya_Pradesh,2,2014,BHIND,159961,729084,1600137
779,Madhya_Pradesh,3,2014,GWALIOR,29699,990912,1876965
780,Madhya_Pradesh,4,2014,GUNA,120792,976629,1605613
781,Madhya_Pradesh,5,2014,SAGAR,120737,891929,1520322
782,Madhya_Pradesh,6,2014,TIKAMGARH,208731,766321,1528863
783,Madhya_Pradesh,7,2014,DAMOH,213299,912080,1651614
784,Madhya_Pradesh,8,2014,KHAJURAHO,247490,874477,1702833
785,Madhya_Pradesh,9,2014,SATNA,8688,913444,1458381
786,Madhya_Pradesh,10,2014,REWA,168726,830002,1544719
787,Madhya_Pradesh,11,2014,SIDHI,108046,989396,1736048
788,Madhya_Pradesh,12,2014,SHAHDOL,241301,968518,1561016
789,Madhya_Pradesh,13,2014,JABALPUR,208639,1002184,1711621
790,Madhya_Pradesh,14,2014,MANDLA,110469,1218518,1824702
791,Madhya_Pradesh,15,2014,BALAGHAT,96041,1113364,1629741
792,Madhya_Pradesh,16,2014,CHHINDWARA,116537,1107498,1402038
793,Madhya_Pradesh,17,2014,HOSHANGABAD,389960,1031175,1568206
794,Madhya_Pradesh,18,2014,VIDISHA,410698,1073473,1634039
795,Madhya_Pradesh,19,2014,BHOPAL,370696,1130182,1957241
796,Madhya_Pradesh,20,2014,RAJGARH,228737,1010724,1578757
797,Madhya_Pradesh,21,2014,DEWAS,260313,1143970,1617111
798,Madhya_Pradesh,22,2014,UJJAIN,309663,1016405,1525481
799,Madhya_Pradesh,23,2014,MANDSOUR,303649,1161349,1626556
800,Madhya_Pradesh,24,2014,RATLAM,108457,1082690,1702576
801,Madhya_Pradesh,25,2014,DHAR,104328,1076816,1668441
802,Madhya_Pradesh,26,2014,INDORE,466901,1316817,2115303
803,Madhya_Pradesh,27,2014,KHARGONE,257879,1152525,1703272
804,Madhya_Pradesh,28,2014,KHANDWA,259714,1257327,1759417
805,Madhya_Pradesh,29,2014,BETUL,328614,1047719,1607831
806,Maharashtra,1,2014,NANDURBAR,106905,1116676,1672943
807,Maharashtra,2,2014,DHULE,130723,983083,1675367
808,Maharashtra,3,2014,JALGAON,383525,990332,1707969
809,Maharashtra,4,2014,RAVER,318068,1009213,1593389
810,Maharashtra,5,2014,BULDHANA,159579,978626,1595435
811,Maharashtra,6,2014,AKOLA,203116,978491,1672643
812,Maharashtra,7,2014,AMRAVATI,137932,1004061,1612739
813,Maharashtra,8,2014,WARDHA,215783,1013445,1564552
814,Maharashtra,9,2014,RAMTEK,175791,1050316,1677266
815,Maharashtra,10,2014,NAGPUR,284848,1085038,1900784
